"Species","SLA","PlantHeight","SeedMass","LDMC","StemSpecificDensity","N","P"
"Aconitum degenii",2.9,0.286666666666667,-0.123333333333333,-1.75666666666667,-1.23,3.37666666666667,0.653333333333333
"Aconitum napellus",3.04037037037037,0.105925925925926,1.17962962962963,-1.79481481481481,-1.18814814814815,3.40703703703704,0.693703703703704
"Aconitum vulparia",2.985,0.03,1.38,-1.835,-1.185,3.31,0.535
"Acorus calamus",2.74578947368421,0.0910526315789474,1.06263157894737,-1.43631578947368,-2.15473684210526,2.85631578947368,-1.44473684210526
"Actaea spicata",3.56525,-0.7035,2.76125,-1.42075,-1.247,2.987,1.15925
"Actinidia chinensis",2.77333333333333,3.62,0.276666666666667,-1.32666666666667,-1.24,3.03333333333333,0.15
"Adenophora liliifolia",3.25666666666667,-0.191666666666667,-1.42333333333333,-1.805,-0.451666666666667,3.425,0.356666666666667
"Adenostyles alliariae",3.27615384615385,-0.0907692307692308,0.486153846153846,-2.14692307692308,-3.76307692307692,3.22923076923077,0.809230769230769
"Adenostyles alpina",3.36666666666667,-0.0766666666666666,0.166666666666667,-2.24,-3.88666666666667,3.28,0.833333333333333
"Adonis flammea",2.79,-1.068,1.037,-1.4,-1.215,2.641,-0.638
"Adonis vernalis",2.73555555555556,-1.06055555555556,2.16,-1.08777777777778,-1.14111111111111,3.26166666666667,-0.235555555555556
"Adoxa moschatellina",3.64805555555556,-2.385,2.50027777777778,-2.05638888888889,-0.410555555555556,3.67055555555556,1.49694444444444
"Aegilops comosa",2.99,-2.0075,1.88,-1.31,-3.5575,3.1225,0.625
"Aegilops geniculata",3.24789473684211,-2.33421052631579,2.54894736842105,-1.35263157894737,-3.61578947368421,3.45263157894737,0.870526315789474
"Aegilops neglecta",3.42833333333333,-1.05,2.93666666666667,-1.46666666666667,-3.515,3.26833333333333,1.095
"Aegilops triuncialis",3.16875,-1.95375,2.47,-1.38875,-3.57375,3.19125,0.75875
"Aegopodium podagraria",3.36337209302326,-0.367093023255814,0.845,-1.47720930232558,-3.1106976744186,3.34790697674419,1.44662790697674
"Aeluropus littoralis",2.79434782608696,-0.779565217391304,-2.42130434782609,-1.11391304347826,-3.60913043478261,2.69869565217391,0.335217391304348
"Aesculus hippocastanum",2.58941176470588,3.23905882352941,9.30164705882353,-1.138,-0.729294117647059,3.14576470588235,0.478941176470588
"Aethionema saxatile",2.85285714285714,-1.985,-0.509285714285714,-2.02785714285714,-7.49,3.45857142857143,1.00928571428571
"Agrimonia eupatoria",2.8410447761194,-0.594179104477612,2.05746268656716,-1.11462686567164,-4.54731343283582,2.92014925373134,0.606716417910448
"Agrimonia procera",2.96227272727273,0.326363636363636,2.03318181818182,-1.27772727272727,-4.615,2.90318181818182,0.490454545454545
"Agropyron cristatum",2.02894736842105,-1.03105263157895,1.18473684210526,-1.08421052631579,-8.03105263157895,2.69631578947368,-0.0331578947368421
"Agropyron fragile",2.81,-0.09,0.78,-1.17,-7.87,2.79,0.22
"Agrostis canina",3.37290909090909,-1.00472727272727,-3.16436363636364,-1.32418181818182,-1.80054545454545,3.17618181818182,1.072
"Agrostis capillaris",3.35902597402597,-1.08733766233766,-2.86694805194805,-1.23,-1.49564935064935,3.17506493506494,0.760779220779221
"Agrostis castellana",3.262,-0.951,-1.736,-1.241,-1.791,3.153,0.806
"Agrostis clavata",3.26333333333333,-1.30333333333333,-2.21,-1.27,-1.65666666666667,3.16333333333333,0.81
"Agrostis gigantea",3.089,-0.705333333333333,-2.59166666666667,-1.39666666666667,-1.69466666666667,3.18466666666667,0.783333333333333
"Agrostis rupestris",2.73,-2.77666666666667,-2.22777777777778,-1.21666666666667,-1.68666666666667,3.1,0.774444444444444
"Agrostis stolonifera",3.24246913580247,-0.963456790123457,-3.5979012345679,-1.22987654320988,-1.48222222222222,3.31481481481481,0.597777777777778
"Agrostis vinealis",2.90371428571429,-1.20514285714286,-3.11571428571429,-1.12914285714286,-1.83,3.25,0.816857142857143
"Aira caryophyllea",2.97581395348837,-1.70976744186047,-2.11093023255814,-1.3006976744186,-3.65651162790698,2.80511627906977,0.314883720930233
"Aira cupaniana",3.034,-1.918,-3.176,-1.308,-3.712,2.814,0.356
"Aira praecox",3.03826086956522,-2.06739130434783,-2.59152173913043,-1.3195652173913,-3.65478260869565,2.81434782608696,0.296521739130435
"Ajuga chamaepitys",3.11875,-2.088125,1.064375,-1.868125,-2.68875,2.984375,1.291875
"Ajuga genevensis",3.37352941176471,-1.49588235294118,0.0235294117647059,-1.95176470588235,-2.81117647058824,3.05235294117647,1.45647058823529
"Ajuga iva",3.24666666666667,-1.96333333333333,0.34,-1.73333333333333,-2.68,2.97333333333333,1.29333333333333
"Ajuga pyramidalis",3.00071428571429,-1.74678571428571,0.420357142857143,-1.38714285714286,-2.56678571428571,3.0025,1.15714285714286
"Ajuga reptans",3.49274509803922,-1.76352941176471,0.417450980392157,-1.80725490196078,-2.65470588235294,3.01509803921569,1.26450980392157
"Alcea rugosa",2.76,0.555,1.74,-1.625,-0.695,3.25,1.02
"Alchemilla alpina",2.63971014492754,-2.17130434782609,-0.996086956521739,-1.18710144927536,-1.15913043478261,2.95710144927536,0.694347826086957
"Alchemilla conjuncta",2.834,-1.74,-0.6,-1.372,-1.112,3.028,0.822
"Alchemilla filicaulis",2.94555555555556,-1.70555555555556,-0.845555555555556,-1.26555555555556,-1.18055555555556,2.91333333333333,0.78
"Alchemilla fissa",3.07,-1.718,-0.778,-1.33,-1.124,3.012,0.83
"Alchemilla flabellata",2.95,-1.56,-1.01,-1.38,-1.18,2.96,0.8
"Alchemilla glabra",2.92482352941176,-1.78247058823529,-0.813529411764706,-1.40258823529412,-1.12505882352941,3.00811764705882,0.762235294117647
"Alchemilla glaucescens",2.8872,-1.8904,-0.8184,-1.204,-1.104,2.8884,0.7024
"Alchemilla glomerulans",2.98666666666667,-1.03666666666667,-0.733333333333333,-1.35666666666667,-1.03,3.05,0.783333333333333
"Alchemilla hoppeana",3,-1.56,-1.05,-1.39,-1.15,2.96,0.82
"Alchemilla hybrida",2.79,-3,-0.92,-1.27,-1.1,2.83,0.68
"Alchemilla monticola",2.92380952380952,-1.52666666666667,-0.965714285714286,-1.34190476190476,-1.24809523809524,3.06904761904762,0.943333333333333
"Alchemilla pallens",2.94,-1.79,-0.98,-1.35,-1.3,3.01,0.72
"Alchemilla xanthochlora",3.14095238095238,-0.513809523809524,-1.05714285714286,-1.56619047619048,-1.15190476190476,3.06380952380952,0.704761904761905
"Alhagi pseudalhagi",2.7225,-0.395,2.455,-1.2425,-0.5275,3.2375,0.05
"Alisma lanceolatum",3.30212121212121,-0.67030303030303,-1.27333333333333,-2.20090909090909,-2.31878787878788,2.90606060606061,0.369393939393939
"Alkanna tinctoria",3.436,-0.732,1.242,-1.464,-0.794,2.416,-0.014
"Alliaria petiolata",3.73140350877193,-0.55280701754386,0.885964912280702,-1.86,-1.1780701754386,3.61105263157895,1.10421052631579
"Allium angulosum",2.65555555555556,-0.617777777777778,0.557777777777778,-2.08111111111111,-2.24666666666667,3.58,1.02111111111111
"Allium carinatum",3.07142857142857,-0.850714285714286,0.197142857142857,-2.22142857142857,-2.62857142857143,3.51714285714286,1.09642857142857
"Allium ericetorum",2.66,-0.526666666666667,0.45,-2.03,-2.35666666666667,3.72666666666667,1.27
"Allium flavum",2.8525,-0.875,0.5825,-2.0725,-2.4625,3.745,1.1525
"Allium guttatum",2.65,-0.92,-0.33,-2.13,-2.37,3.65,1.11
"Allium lineare",2.4975,-1.24,0.71,-2.07,-2.4375,3.6525,1.1
"Allium lusitanicum",2.7525,-0.44,0.8025,-2.1,-2.415,3.62,1.0675
"Allium oleraceum",2.45619047619048,-0.675714285714286,1.88428571428571,-2.04571428571429,-2.41428571428571,3.60714285714286,1.04380952380952
"Allium paniculatum",2.74,-0.555,0.27,-1.9975,-2.415,3.7275,1.145
"Allium rotundum",2.75666666666667,-0.616666666666667,0.153333333333333,-2.13555555555556,-2.36555555555556,3.68555555555556,1.13222222222222
"Allium rubens",2.18,-0.61,0.98,-2.02,-2.35,2.84,1.02
"Allium schoenoprasum",2.21714285714286,-0.954571428571429,-0.207428571428571,-1.79485714285714,-2.31714285714286,3.488,0.965714285714286
"Allium scorodoprasum",1.5912,-0.4276,0.356,-1.6284,-2.3552,3.5716,1.0828
"Allium sphaerocephalon",1.8222641509434,-0.935094339622642,0.41188679245283,-2.01132075471698,-2.45264150943396,3.56,1.04792452830189
"Allium triquetrum",3.26333333333333,-0.9,0.166666666666667,-2.17,-2.46333333333333,3.67666666666667,1.15
"Allium ursinum",3.56462962962963,-0.961666666666667,0.766666666666667,-2.28907407407407,-2.41055555555556,3.80925925925926,1.22981481481481
"Allium victorialis",2.70666666666667,-0.787777777777778,0.9,-2.08333333333333,-2.27444444444444,3.59444444444444,0.953333333333333
"Allium vineale",2.8435,-0.6495,2.567,-1.8455,-2.3615,3.594,1.035
"Alnus alnobetula",2.91,1.41333333333333,-0.0766666666666667,-1.18,-0.823333333333333,3.31,0.626666666666667
"Alnus cordata",2.80416666666667,3.01416666666667,0.9025,-1.12916666666667,-0.8725,3.2975,0.580833333333333
"Alnus glutinosa",2.72876404494382,2.91612359550562,0.300337078651685,-1.1473595505618,-0.780112359550562,3.45106741573034,0.546404494382022
"Alnus incana",2.98323943661972,2.49957746478873,-0.301267605633803,-1.22971830985915,-0.791549295774648,3.49338028169014,0.860704225352113
"Alopecurus aequalis",3.25608695652174,-1.47478260869565,-2.19347826086957,-1.7304347826087,-1.41173913043478,2.94217391304348,0.879130434782609
"Alopecurus arundinaceus",3.18,-0.075,-0.558571428571429,-1.35071428571429,-1.40928571428571,3.01785714285714,0.988571428571429
"Alopecurus geniculatus",3.27432432432432,-0.747567567567568,-1.24459459459459,-1.5427027027027,-1.41540540540541,2.99162162162162,0.901081081081081
"Alopecurus myosuroides",3.23052631578947,-0.674736842105263,0.754473684210526,-1.305,-1.34868421052632,3.04526315789474,0.947105263157895
"Alopecurus pratensis",3.17064516129032,-0.320483870967742,-0.308064516129032,-1.00451612903226,-1.44967741935484,3.19177419354839,1.00467741935484
"Alopecurus rendlei",3.26,-0.911666666666667,-0.665,-1.35333333333333,-1.36333333333333,2.97166666666667,0.886666666666667
"Alopecurus utriculatus",3.75833333333333,-0.923333333333333,0.243333333333333,-1.61166666666667,-1.325,3.30666666666667,1.20833333333333
"Althaea cannabina",3.1,-0.545,1.7,-1.615,-0.775,3.335,1.03
"Althaea officinalis",3.18153846153846,-0.138076923076923,1.68961538461538,-1.62,-0.805384615384615,3.375,0.996153846153846
"Alyssum alyssoides",2.99368421052632,-1.76236842105263,-0.691578947368421,-1.66605263157895,-7.4471052631579,3.27526315789474,0.937368421052632
"Alyssum hirsutum",2.75,-1.52,-0.31,-1.94,-7.54,3.33,1.08
"Alyssum simplex",2.775,-1.275,-0.3,-2.07,-7.53,3.335,1.12
"Amaranthus albus",2.71571428571429,-0.846190476190476,-1.15666666666667,-1.95285714285714,-0.66,3.64380952380952,1.25809523809524
"Amaranthus graecizans",2.88466666666667,-0.607333333333333,-1.00333333333333,-1.898,-0.601333333333333,3.73,1.35266666666667
"Amaranthus retroflexus",2.74745762711864,-0.425084745762712,-0.904576271186441,-1.56661016949153,-0.508474576271186,3.48745762711864,1.17
"Ambrosia artemisiifolia",3.17873015873016,-0.326349206349206,1.04222222222222,-1.57380952380952,-5.36634920634921,3.26571428571429,0.903015873015873
"Amelanchier ovalis",2.42310344827586,1.06241379310345,1.59586206896552,-1.00827586206897,-0.415172413793103,2.88965517241379,0.921379310344828
"Amorpha fruticosa",2.16541666666667,1.33666666666667,1.89125,-0.87125,-4.45333333333333,3.20625,0.18375
"Anacamptis pyramidalis",3.696,-0.864,-6.518,-2.25733333333333,-2.67533333333333,2.85,-0.267333333333333
"Anacyclus clavatus",3.02833333333333,-0.483333333333333,-0.648333333333333,-1.49666666666667,-3.60833333333333,2.99166666666667,0.608333333333333
"Anagyris foetida",2.296875,-0.03375,5.86125,-1.213125,-0.39375,3.46625,0.18125
"Anchusa officinalis",3.164,-0.4545,1.2865,-2.1585,-0.81,3.331,0.348
"Anchusa undulata",3.14,-1.295,1.05,-2.27,-0.735,3.335,0.37
"Andromeda polifolia",1.99302325581395,-1.71325581395349,-1.90046511627907,-0.938837209302326,-0.323720930232558,2.67627906976744,-0.316744186046512
"Andropogon distachyos",2.84333333333333,-0.223333333333333,0.0333333333333333,-1.05333333333333,-6.35,2.69666666666667,0.04
"Androsace alpina",3.08,-2.945,-0.765,-1.89,-1.595,3.075,0.85
"Androsace chamaejasme",3.06222222222222,-3.46444444444444,-0.578888888888889,-1.93444444444444,-1.45666666666667,3.05111111111111,0.867777777777778
"Androsace lactea",3.14,-2.795,-0.86875,-1.83625,-1.57625,3.0275,0.94625
"Androsace maxima",3.19333333333333,-3.30571428571429,0.228095238095238,-2.04666666666667,-1.62666666666667,3.11095238095238,0.853333333333333
"Androsace obtusifolia",2.99222222222222,-3.01555555555556,-0.111111111111111,-1.92666666666667,-1.57777777777778,3.13222222222222,0.935555555555556
"Androsace septentrionalis",3.05315789473684,-3.11157894736842,-1.62684210526316,-1.91578947368421,-1.54789473684211,3.00421052631579,0.971052631578947
"Andryala integrifolia",2.85857142857143,-0.0914285714285714,-1.67428571428571,-1.53142857142857,-3.51857142857143,3.02285714285714,0.575714285714286
"Angelica archangelica",2.92135135135135,0.163783783783784,1.43216216216216,-1.72297297297297,-4.97675675675676,3.42162162162162,1.00567567567568
"Angelica sylvestris",3.2225,0.0036764705882353,0.334264705882353,-1.66867647058824,-4.99411764705882,3.44897058823529,1.29970588235294
"Antennaria carpatica",2.72933333333333,-2.086,-2.516,-1.342,-3.51933333333333,2.73933333333333,0.593333333333333
"Antennaria dioica",2.80322580645161,-1.98516129032258,-3.01,-1.29193548387097,-3.78064516129032,2.66516129032258,0.654193548387097
"Anthemis arvensis",3.09352941176471,-1.33647058823529,-0.554509803921569,-1.80627450980392,-3.60294117647059,2.84941176470588,0.526862745098039
"Anthemis cotula",2.90133333333333,-0.058,-0.765777777777778,-1.81333333333333,-3.53422222222222,3.45111111111111,0.951111111111111
"Anthemis ruthenica",3.39,-0.913636363636364,-2.11,-1.88454545454545,-3.78909090909091,3.24818181818182,0.807272727272727
"Anthericum liliago",2.891875,-0.8578125,1.631875,-1.839375,-2.2609375,3.4059375,0.6109375
"Anthericum ramosum",3.10636363636364,-0.6,1.12772727272727,-1.84681818181818,-2.31181818181818,3.36772727272727,0.528636363636364
"Anthoxanthum aristatum",3.491,-1.5285,-1.6585,-1.487,-2.0545,3.1025,0.367
"Anthoxanthum odoratum",3.20361809045226,-1.06301507537688,-0.922763819095477,-1.28391959798995,-1.86281407035176,3.05241206030151,0.307989949748744
"Anthriscus caucalis",3.425,-0.75675,-0.0115,-1.68825,-4.99125,3.35725,1.2895
"Anthriscus nitida",3.394,-0.179,0.712,-1.581,-4.968,3.359,1.341
"Anthriscus sylvestris",3.40155963302752,-0.14743119266055,1.47266055045872,-1.51798165137615,-5.03045871559633,3.37009174311927,1.36825688073395
"Anthyllis hermanniae",2.79333333333333,-0.11,3.81333333333333,-1.71333333333333,-0.413333333333333,3.03333333333333,0.296666666666667
"Anthyllis montana",2.89,-1.335,1.08,-1.75,-0.415,3.215,0.255
"Anthyllis vulneraria",2.82560606060606,-1.42545454545455,1.325,-1.79287878787879,-0.390909090909091,3.50030303030303,0.437575757575758
"Aphyllanthes monspeliensis",2.7,-1.2,-0.41,-1.32,-2.22,2.91,0.53
"Apium graveolens",3.79903225806452,-0.418709677419355,-1.12548387096774,-1.84741935483871,-5.05741935483871,3.17193548387097,0.932258064516129
"Aposeris foetida",2.72166666666667,-1.9025,0.778333333333333,-1.5875,-3.51083333333333,3.21166666666667,0.773333333333333
"Aquilegia atrata",3.11727272727273,-0.814545454545455,0.320909090909091,-1.25181818181818,-1.04181818181818,3.09636363636364,0.7
"Aquilegia einseleana",3.15363636363636,-1.59181818181818,-0.418181818181818,-1.30454545454545,-1.11363636363636,3.14272727272727,0.827272727272727
"Aquilegia vulgaris",3.24878048780488,-0.455853658536585,0.396341463414634,-1.24414634146341,-1.05634146341463,3.07634146341463,0.58
"Arabidopsis thaliana",3.47508771929825,-1.87789473684211,-2.40122807017544,-2.32350877192982,-7.39771929824561,3.60105263157895,1.57666666666667
"Arabis alpina",3.26625,-1.71875,-1.38708333333333,-1.905,-7.39416666666667,3.55625,1.15833333333333
"Arabis caerulea",3.23583333333333,-2.44,-1.31916666666667,-1.8925,-7.45166666666667,3.4625,1.1175
"Arabis ciliata",3.19,-1.53333333333333,-1.48555555555556,-1.83888888888889,-7.36555555555556,3.44666666666667,1.06333333333333
"Arabis hirsuta",3.18181818181818,-0.789242424242424,-2.25772727272727,-1.81924242424242,-7.30136363636364,3.54090909090909,1.19590909090909
"Arabis pumila",3.17333333333333,-2.19333333333333,-1.84666666666667,-1.91,-7.18666666666667,3.55666666666667,1.14666666666667
"Arabis sagittata",2.97111111111111,-0.583888888888889,-2.15888888888889,-1.98388888888889,-7.31666666666667,3.44611111111111,1.09611111111111
"Arbutus unedo",2.10032710280374,1.37864485981308,1.14948598130841,-1.37205607476636,-0.215467289719626,2.63140186915888,0.000700934579439253
"Arctium lappa",2.94917808219178,0.329178082191781,2.47424657534247,-1.63643835616438,-0.925342465753425,3.95821917808219,1.51671232876712
"Arctium minus",3.15382352941176,0.233970588235294,2.15455882352941,-1.77382352941176,-1.09367647058824,3.85573529411765,1.22823529411765
"Arctium nemorosum",3.182,0.672,2.712,-1.658,-1.28,3.941,1.433
"Arctium tomentosum",3.85352941176471,0.205294117647059,2.49176470588235,-1.76411764705882,-1.17352941176471,3.90941176470588,1.29411764705882
"Arctous alpina",2.37,-0.65,-1.93666666666667,-1.12,-0.363333333333333,2.78666666666667,-0.206666666666667
"Aremonia agrimonoides",2.685,-1.27833333333333,0.65,-1.23833333333333,-0.996666666666667,3.03,0.571666666666667
"Arenaria biflora",2.89,-2.43333333333333,-2.69333333333333,-1.56666666666667,-7.79666666666667,2.96,0.13
"Arenaria ciliata",2.708,-2.661,-1.535,-1.563,-7.819,2.898,-0.005
"Arenaria montana",2.75,-1.2,-1.53,-1.55,-7.86,2.96,0.04
"Arenaria norvegica",2.77066666666667,-3.28,-1.57933333333333,-1.63533333333333,-7.91,2.86933333333333,0.0553333333333333
"Arenaria serpyllifolia",2.99917525773196,-1.72752577319588,-2.78443298969072,-1.53381443298969,-7.82680412371134,3.02061855670103,0.0752577319587629
"Argyrolobium zanonii",2.606,-0.968,1.916,-1.288,-0.678,3.178,0.026
"Arisarum vulgare",3.13333333333333,-2.42666666666667,3.68333333333333,-2.48666666666667,-2.42333333333333,3.28666666666667,0.353333333333333
"Aristolochia rotunda",3.068,-0.42,3.83,-1.316,-0.45,3.516,1.818
"Armeria alpina",2.58,-1.205,0.65,-1.75,-0.495,2.935,0.905
"Armeria arenaria",2.745,-1.085,-0.7175,-1.71,-0.455,2.8525,0.9025
"Armeria maritima",2.67065573770492,-1.48491803278689,-0.54,-1.69295081967213,-0.501967213114754,2.82655737704918,0.805573770491803
"Arnica montana",3.03,-0.830526315789474,0.214736842105263,-2.12842105263158,-3.68736842105263,2.89368421052632,0.808947368421053
"Arnoseris minima",3.45071428571429,-2.35142857142857,-1.87,-2.405,-3.78714285714286,3.00214285714286,0.811428571428571
"Arrhenatherum elatius",3.35184466019417,-0.0938834951456311,0.877572815533981,-1.34398058252427,-1.19,3.46427184466019,1.18067961165049
"Artemisia abrotanum",3.0525,-0.11,-1.6425,-1.23,-0.7475,3.1175,0.775
"Artemisia absinthium",3.27048780487805,-0.26219512195122,-2.19292682926829,-1.54219512195122,-0.799268292682927,3.15121951219512,0.753414634146341
"Artemisia alba",3.03,0.305,-1.66,-1.31,-0.685,3.165,0.725
"Artemisia armeniaca",2.92666666666667,-0.386666666666667,-1.20333333333333,-1.25166666666667,-0.658333333333333,3.14166666666667,0.698333333333333
"Artemisia austriaca",2.96714285714286,-0.641428571428571,-2.64,-1.31428571428571,-0.711428571428571,2.95285714285714,0.514285714285714
"Artemisia campestris",2.83194444444444,-0.503611111111111,-2.16638888888889,-1.65583333333333,-0.717222222222222,2.98361111111111,0.851666666666667
"Artemisia dracunculus",3.061875,-0.04375,-2.22875,-1.4875,-0.741875,3.309375,1.281875
"Artemisia genipi",3.18571428571429,0.06,-1.47571428571429,-1.37857142857143,-0.684285714285714,3.2,0.652857142857143
"Artemisia pontica",3.0375,-0.365,-2.09,-1.37,-0.755,3.16,0.7575
"Artemisia verlotiorum",3.03833333333333,0.53,-1.38666666666667,-1.31833333333333,-0.646666666666667,3.22166666666667,0.711666666666667
"Artemisia vulgaris",3.19979166666667,0.054375,-1.9325,-1.42729166666667,-0.671875,3.75458333333333,1.15354166666667
"Arum italicum",3.44,-1.386,3.656,-2.234,-2.334,3.772,1.298
"Arum maculatum",3.50024390243902,-1.21756097560976,3.44609756097561,-2.19951219512195,-2.35585365853659,3.69292682926829,1.23560975609756
"Aruncus dioicus",3.77125,0.347083333333333,-2.37541666666667,-1.62875,-1.3225,3.03791666666667,0.6125
"Arundo donax",3.07666666666667,0.953333333333333,-2.14333333333333,-1.08333333333333,-3.53,2.92333333333333,0.333333333333333
"Asarum europaeum",3.22333333333333,-2.5337037037037,1.3362962962963,-2.02111111111111,-0.544444444444445,3.33222222222222,1.52740740740741
"Asparagus acutifolius",2.28428571428571,0.01,3.61857142857143,-1.25285714285714,-1.81571428571429,3.26142857142857,1.41714285714286
"Asparagus albus",2.08,0.93,3.35,-1.32,-1.75,3.26,1.48
"Asparagus officinalis",2.31853658536585,0.271463414634146,3.03487804878049,-1.30292682926829,-1.91219512195122,3.32439024390244,1.47024390243902
"Asperula aristata",3.004,-1.246,-0.3,-1.298,-0.38,2.822,-0.028
"Asperula cynanchica",3.3015,-1.35,-0.351,-1.1635,-0.501,2.816,0.0845
"Asperula neilreichii",2.965,-0.995,0.14,-1.315,-0.53,2.8,0.03
"Asperula purpurea",2.8825,-1.635,-0.42,-1.275,-0.4925,2.82,0.0275
"Asperula tinctoria",3.02692307692308,-0.730769230769231,0.284615384615385,-1.49615384615385,-0.474615384615385,2.83230769230769,0.0446153846153846
"Asphodeline lutea",2.43,-0.65,2.39,-1.23,-2.14,3.16,0.36
"Asphodelus albus",2.345,-0.435,1.87,-1.185,-2.4,3.015,0.145
"Asphodelus ramosus",2.4,-0.395,2.165,-1.165,-2.44,2.99,0.18
"Asplenium fissum",2.73,-1.58,-6.9425,-1.2475,-7.3,2.5925,-0.1575
"Asplenium scolopendrium",2.84846153846154,-0.84,-7.44692307692308,-1.43846153846154,-7.28615384615385,2.67615384615385,-0.173846153846154
"Asplenium septentrionale",2.842,-2.026,-7.588,-1.686,-7.341,2.583,-0.161
"Asplenium trichomanes",2.37909090909091,-1.36818181818182,-7.75454545454545,-1.23272727272727,-7.29181818181818,2.64,-0.0772727272727273
"Asplenium viride",2.7875,-1.615,-6.835,-1.2475,-7.255,2.6725,-0.1825
"Aster alpinus",2.77642857142857,-2.18928571428571,0.202142857142857,-1.31785714285714,-5.06714285714286,3.31428571428571,1.00214285714286
"Aster amellus",2.61913043478261,-1.11173913043478,-0.567391304347826,-1.49913043478261,-5.15652173913043,3.05434782608696,0.763478260869565
"Asteriscus aquaticus",2.63,-0.51,-0.15,-1.42,-3.42666666666667,2.81333333333333,0.393333333333333
"Astragalus alpinus",3.325,-2.37659090909091,0.567954545454545,-1.70159090909091,-0.611136363636364,3.81727272727273,1.11113636363636
"Astragalus arenarius",2.75833333333333,-1.40666666666667,1.18,-1.425,-0.608333333333333,3.88,0.956666666666667
"Astragalus australis",2.88222222222222,-1.66777777777778,1.35333333333333,-1.46666666666667,-0.704444444444444,3.79444444444444,1.02888888888889
"Astragalus cicer",3.214375,-0.605,1.39375,-1.5853125,-0.7315625,3.825,0.825625
"Astragalus danicus",3.026,-1.89066666666667,0.166666666666667,-1.43533333333333,-0.538,3.84,0.924
"Astragalus exscapus",2.88714285714286,-2.23142857142857,1.37428571428571,-1.47857142857143,-0.655714285714286,3.83285714285714,0.915714285714286
"Astragalus frigidus",3.1405,-1.404,2.2245,-1.708,-0.724,4.0165,0.981
"Astragalus glycyphyllos",3.03612244897959,-0.288367346938776,1.49836734693878,-1.31918367346939,-0.612448979591837,3.80551020408163,0.82734693877551
"Astragalus hamosus",2.959,-1.616,1.564,-1.546,-0.689,3.77,0.819
"Astragalus monspessulanus",2.9,-1.53,1.2,-1.52,-0.75,3.82,0.89
"Astragalus onobrychis",2.84571428571429,-1.39,1.30714285714286,-1.44714285714286,-0.681428571428571,3.78571428571429,0.818571428571429
"Astragalus sinaicus",2.80666666666667,-1.61,1.25,-1.52,-0.63,3.85666666666667,0.956666666666667
"Astragalus spruneri",2.89,-1.55,1.6,-1.53,-0.675,3.825,0.995
"Astrantia bavarica",3.33166666666667,-1.035,0.355,-1.71833333333333,-5.14,3.49833333333333,1.21833333333333
"Astrantia major",3.1895,-0.581,1.041,-1.758,-5.106,3.5485,1.1105
"Athamanta cretensis",3.032,-1.778,1.636,-1.74,-5.02,3.102,1.002
"Atractylis cancellata",2.68666666666667,-1.65333333333333,1.48,-1.52333333333333,-3.58,2.92666666666667,0.543333333333333
"Atractylis humilis",1.96666666666667,-1.16666666666667,1.54333333333333,-1.27333333333333,-3.58,2.89666666666667,0.486666666666667
"Atriplex halimus",2.391875,0.8675,0.168125,-1.855625,-8.001875,3.51375,1.34625
"Atriplex littoralis",2.71166666666667,-0.290833333333333,0.152222222222222,-2.12166666666667,-8.15111111111111,3.33916666666667,0.920555555555556
