"Species","SLA","PlantHeight","SeedMass","LDMC","StemSpecificDensity","N","P"
"Allium vineale",2.8435,-0.6495,2.567,-1.8455,-2.3615,3.594,1.035
"Alnus alnobetula",2.91,1.41333333333333,-0.0766666666666667,-1.18,-0.823333333333333,3.31,0.626666666666667
"Alnus cordata",2.80416666666667,3.01416666666667,0.9025,-1.12916666666667,-0.8725,3.2975,0.580833333333333
"Alnus glutinosa",2.72876404494382,2.91612359550562,0.300337078651685,-1.1473595505618,-0.780112359550562,3.45106741573034,0.546404494382022
"Alnus incana",2.98323943661972,2.49957746478873,-0.301267605633803,-1.22971830985915,-0.791549295774648,3.49338028169014,0.860704225352113
"Alopecurus pratensis",3.17064516129032,-0.320483870967742,-0.308064516129032,-1.00451612903226,-1.44967741935484,3.19177419354839,1.00467741935484
"Amaranthus graecizans",2.88466666666667,-0.607333333333333,-1.00333333333333,-1.898,-0.601333333333333,3.73,1.35266666666667
"Amelanchier lamarckii",2.37333333333333,2.13666666666667,1.93666666666667,-1.07333333333333,-0.4,2.912,0.898666666666667
"Amelanchier ovalis",2.42310344827586,1.06241379310345,1.59586206896552,-1.00827586206897,-0.415172413793103,2.88965517241379,0.921379310344828
"Ammophila arenaria",1.83166666666667,-0.240833333333333,1.19361111111111,-1.12111111111111,-1.03416666666667,2.48722222222222,-0.226111111111111
"Anagallis arvensis",3.49486486486486,-1.72851351351351,-0.92972972972973,-2.04567567567568,-1.73121621621622,3.31216216216216,0.0813513513513514
"Anagallis tenella",3.48217391304348,-2.16130434782609,-2.17260869565217,-2.07652173913043,-1.85608695652174,2.00826086956522,-0.521304347826087
"Anagyris foetida",2.296875,-0.03375,5.86125,-1.213125,-0.39375,3.46625,0.18125
"Anchusa officinalis",3.164,-0.4545,1.2865,-2.1585,-0.81,3.331,0.348
"Andromeda polifolia",1.99302325581395,-1.71325581395349,-1.90046511627907,-0.938837209302326,-0.323720930232558,2.67627906976744,-0.316744186046512
"Andryala integrifolia",2.85857142857143,-0.0914285714285714,-1.67428571428571,-1.53142857142857,-3.51857142857143,3.02285714285714,0.575714285714286
"Anemone apennina",3.15,-1.61,0.6,-1.67,-1.31,3.27,1.1
"Anemone blanda",3.2,-1.61,0.98,-1.68,-1.29,3.22,0.93
"Anemone narcissiflora",3.25666666666667,-1.02666666666667,1.99833333333333,-1.66666666666667,-1.20166666666667,3.285,0.958333333333333
"Anemone nemorosa",3.2796875,-1.47979166666667,0.848020833333333,-1.47927083333333,-1.1621875,3.36270833333333,0.98625
"Anemone ranunculoides",3.55961538461538,-1.79769230769231,0.713461538461538,-1.77115384615385,-1.17230769230769,3.39923076923077,1.13923076923077
"Angelica archangelica",2.92135135135135,0.163783783783784,1.43216216216216,-1.72297297297297,-4.97675675675676,3.42162162162162,1.00567567567568
"Angelica sylvestris",3.2225,0.0036764705882353,0.334264705882353,-1.66867647058824,-4.99411764705882,3.44897058823529,1.29970588235294
"Antennaria dioica",2.80322580645161,-1.98516129032258,-3.01,-1.29193548387097,-3.78064516129032,2.66516129032258,0.654193548387097
"Anthemis ruthenica",3.39,-0.913636363636364,-2.11,-1.88454545454545,-3.78909090909091,3.24818181818182,0.807272727272727
"Anthericum liliago",2.891875,-0.8578125,1.631875,-1.839375,-2.2609375,3.4059375,0.6109375
"Anthericum ramosum",3.10636363636364,-0.6,1.12772727272727,-1.84681818181818,-2.31181818181818,3.36772727272727,0.528636363636364
"Anthoxanthum odoratum",3.20361809045226,-1.06301507537688,-0.922763819095477,-1.28391959798995,-1.86281407035176,3.05241206030151,0.307989949748744
"Anthriscus nitida",3.394,-0.179,0.712,-1.581,-4.968,3.359,1.341
"Anthriscus sylvestris",3.40155963302752,-0.14743119266055,1.47266055045872,-1.51798165137615,-5.03045871559633,3.37009174311927,1.36825688073395
"Anthyllis hermanniae",2.79333333333333,-0.11,3.81333333333333,-1.71333333333333,-0.413333333333333,3.03333333333333,0.296666666666667
"Anthyllis vulneraria",2.82560606060606,-1.42545454545455,1.325,-1.79287878787879,-0.390909090909091,3.50030303030303,0.437575757575758
"Aphyllanthes monspeliensis",2.7,-1.2,-0.41,-1.32,-2.22,2.91,0.53
"Apium graveolens",3.79903225806452,-0.418709677419355,-1.12548387096774,-1.84741935483871,-5.05741935483871,3.17193548387097,0.932258064516129
"Apium nodiflorum",4.03432432432432,-0.615945945945946,-0.748648648648649,-2.28189189189189,-5.23810810810811,3.15486486486486,0.916756756756757
"Aposeris foetida",2.72166666666667,-1.9025,0.778333333333333,-1.5875,-3.51083333333333,3.21166666666667,0.773333333333333
"Aquilegia atrata",3.11727272727273,-0.814545454545455,0.320909090909091,-1.25181818181818,-1.04181818181818,3.09636363636364,0.7
"Aquilegia einseleana",3.15363636363636,-1.59181818181818,-0.418181818181818,-1.30454545454545,-1.11363636363636,3.14272727272727,0.827272727272727
"Aquilegia vulgaris",3.24878048780488,-0.455853658536585,0.396341463414634,-1.24414634146341,-1.05634146341463,3.07634146341463,0.58
"Arabidopsis thaliana",3.47508771929825,-1.87789473684211,-2.40122807017544,-2.32350877192982,-7.39771929824561,3.60105263157895,1.57666666666667
"Arabis alpina",3.26625,-1.71875,-1.38708333333333,-1.905,-7.39416666666667,3.55625,1.15833333333333
"Arabis hirsuta",3.18181818181818,-0.789242424242424,-2.25772727272727,-1.81924242424242,-7.30136363636364,3.54090909090909,1.19590909090909
"Arabis sagittata",2.97111111111111,-0.583888888888889,-2.15888888888889,-1.98388888888889,-7.31666666666667,3.44611111111111,1.09611111111111
"Arabis turrita",3.11045454545455,-0.805,-0.499090909090909,-1.87727272727273,-7.34409090909091,3.52954545454545,1.14909090909091
"Arbutus andrachne",2.0075,0.794166666666667,2.99333333333333,-1.34333333333333,-0.191666666666667,2.61833333333333,-0.015
"Arbutus unedo",2.10032710280374,1.37864485981308,1.14948598130841,-1.37205607476636,-0.215467289719626,2.63140186915888,0.000700934579439253
"Arctium lappa",2.94917808219178,0.329178082191781,2.47424657534247,-1.63643835616438,-0.925342465753425,3.95821917808219,1.51671232876712
"Arctium minus",3.15382352941176,0.233970588235294,2.15455882352941,-1.77382352941176,-1.09367647058824,3.85573529411765,1.22823529411765
"Arctium nemorosum",3.182,0.672,2.712,-1.658,-1.28,3.941,1.433
"Arctous alpina",2.37,-0.65,-1.93666666666667,-1.12,-0.363333333333333,2.78666666666667,-0.206666666666667
"Aremonia agrimonoides",2.685,-1.27833333333333,0.65,-1.23833333333333,-0.996666666666667,3.03,0.571666666666667
"Arenaria biflora",2.89,-2.43333333333333,-2.69333333333333,-1.56666666666667,-7.79666666666667,2.96,0.13
"Arenaria montana",2.75,-1.2,-1.53,-1.55,-7.86,2.96,0.04
"Arenaria serpyllifolia",2.99917525773196,-1.72752577319588,-2.78443298969072,-1.53381443298969,-7.82680412371134,3.02061855670103,0.0752577319587629
"Arisarum vulgare",3.13333333333333,-2.42666666666667,3.68333333333333,-2.48666666666667,-2.42333333333333,3.28666666666667,0.353333333333333
"Aristolochia rotunda",3.068,-0.42,3.83,-1.316,-0.45,3.516,1.818
"Arnica montana",3.03,-0.830526315789474,0.214736842105263,-2.12842105263158,-3.68736842105263,2.89368421052632,0.808947368421053
"Arrhenatherum elatius",3.35184466019417,-0.0938834951456311,0.877572815533981,-1.34398058252427,-1.19,3.46427184466019,1.18067961165049
"Artemisia alba",3.03,0.305,-1.66,-1.31,-0.685,3.165,0.725
"Artemisia austriaca",2.96714285714286,-0.641428571428571,-2.64,-1.31428571428571,-0.711428571428571,2.95285714285714,0.514285714285714
"Artemisia vulgaris",3.19979166666667,0.054375,-1.9325,-1.42729166666667,-0.671875,3.75458333333333,1.15354166666667
"Arum italicum",3.44,-1.386,3.656,-2.234,-2.334,3.772,1.298
"Arum maculatum",3.50024390243902,-1.21756097560976,3.44609756097561,-2.19951219512195,-2.35585365853659,3.69292682926829,1.23560975609756
"Aruncus dioicus",3.77125,0.347083333333333,-2.37541666666667,-1.62875,-1.3225,3.03791666666667,0.6125
"Arundo donax",3.07666666666667,0.953333333333333,-2.14333333333333,-1.08333333333333,-3.53,2.92333333333333,0.333333333333333
"Asarum europaeum",3.22333333333333,-2.5337037037037,1.3362962962963,-2.02111111111111,-0.544444444444445,3.33222222222222,1.52740740740741
"Asparagus acutifolius",2.28428571428571,0.01,3.61857142857143,-1.25285714285714,-1.81571428571429,3.26142857142857,1.41714285714286
"Asparagus albus",2.08,0.93,3.35,-1.32,-1.75,3.26,1.48
"Asparagus officinalis",2.31853658536585,0.271463414634146,3.03487804878049,-1.30292682926829,-1.91219512195122,3.32439024390244,1.47024390243902
"Asperula aristata",3.004,-1.246,-0.3,-1.298,-0.38,2.822,-0.028
"Asperula cynanchica",3.3015,-1.35,-0.351,-1.1635,-0.501,2.816,0.0845
"Asperula purpurea",2.8825,-1.635,-0.42,-1.275,-0.4925,2.82,0.0275
"Asperula tinctoria",3.02692307692308,-0.730769230769231,0.284615384615385,-1.49615384615385,-0.474615384615385,2.83230769230769,0.0446153846153846
"Asphodeline lutea",2.43,-0.65,2.39,-1.23,-2.14,3.16,0.36
"Asphodelus albus",2.345,-0.435,1.87,-1.185,-2.4,3.015,0.145
"Asphodelus ramosus",2.4,-0.395,2.165,-1.165,-2.44,2.99,0.18
"Asplenium scolopendrium",2.84846153846154,-0.84,-7.44692307692308,-1.43846153846154,-7.28615384615385,2.67615384615385,-0.173846153846154
"Asplenium trichomanes",2.37909090909091,-1.36818181818182,-7.75454545454545,-1.23272727272727,-7.29181818181818,2.64,-0.0772727272727273
"Asplenium viride",2.7875,-1.615,-6.835,-1.2475,-7.255,2.6725,-0.1825
"Aster amellus",2.61913043478261,-1.11173913043478,-0.567391304347826,-1.49913043478261,-5.15652173913043,3.05434782608696,0.763478260869565
"Aster squamatus",3.20333333333333,-1.26333333333333,-2.185,-1.58666666666667,-5.065,2.86,0.646666666666667
"Astragalus alpinus",3.325,-2.37659090909091,0.567954545454545,-1.70159090909091,-0.611136363636364,3.81727272727273,1.11113636363636
"Astragalus exscapus",2.88714285714286,-2.23142857142857,1.37428571428571,-1.47857142857143,-0.655714285714286,3.83285714285714,0.915714285714286
"Astragalus frigidus",3.1405,-1.404,2.2245,-1.708,-0.724,4.0165,0.981
"Astragalus glycyphyllos",3.03612244897959,-0.288367346938776,1.49836734693878,-1.31918367346939,-0.612448979591837,3.80551020408163,0.82734693877551
"Astragalus monspessulanus",2.9,-1.53,1.2,-1.52,-0.75,3.82,0.89
"Astragalus onobrychis",2.84571428571429,-1.39,1.30714285714286,-1.44714285714286,-0.681428571428571,3.78571428571429,0.818571428571429
"Astragalus spruneri",2.89,-1.55,1.6,-1.53,-0.675,3.825,0.995
"Astrantia bavarica",3.33166666666667,-1.035,0.355,-1.71833333333333,-5.14,3.49833333333333,1.21833333333333
"Astrantia major",3.1895,-0.581,1.041,-1.758,-5.106,3.5485,1.1105
"Athamanta cretensis",3.032,-1.778,1.636,-1.74,-5.02,3.102,1.002
"Atractylis humilis",1.96666666666667,-1.16666666666667,1.54333333333333,-1.27333333333333,-3.58,2.89666666666667,0.486666666666667
"Atriplex micrantha",2.42733333333333,-0.03,0.451333333333333,-1.75466666666667,-8.188,3.26266666666667,0.537333333333333
"Atriplex prostrata",2.96208333333333,-0.312291666666667,0.725833333333333,-1.88958333333333,-8.22041666666667,3.235,0.476666666666667
"Atriplex tatarica",2.9625,-0.595714285714286,-0.00357142857142857,-1.85535714285714,-8.14714285714286,3.25642857142857,0.509642857142857
"Atropa belladonna",3.31606060606061,0.109090909090909,0.82969696969697,-1.83545454545455,-1.00606060606061,3.76333333333333,0.983333333333333
"Aurinia saxatilis",3.05,-1.4,-0.5675,-2.1625,-7.4125,3.5225,1.1875
"Avena barbata",3.11589743589744,-0.434615384615385,2.00974358974359,-1.41641025641026,-3.52897435897436,3.04333333333333,0.683076923076923
"Avena fatua",3.06423076923077,0.00846153846153846,2.49096153846154,-1.42076923076923,-3.70365384615385,3.32096153846154,0.796923076923077
"Avena sterilis",3.13,-0.516666666666667,2.99166666666667,-1.56444444444444,-3.56388888888889,3.14611111111111,0.938333333333333
"Baccharis halimifolia",2.1225,1.0925,-1.3075,-0.98,-0.945,2.93,-0.0125
"Ballota acetabulosa",3.032,-0.242,0.228,-1.484,-2.544,3.166,0.788
"Ballota hispanica",3.08,0.08,0.34,-1.43,-2.58333333333333,3.25,0.736666666666667
"Ballota nigra",3.02257142857143,-0.220285714285714,-0.160285714285714,-1.50171428571429,-2.67314285714286,3.16657142857143,0.776
"Barbarea vulgaris",3.37866666666667,-0.551555555555556,-0.637555555555556,-1.83155555555556,-7.34244444444444,3.37533333333333,0.938
"Bartsia alpina",2.76517857142857,-2.08160714285714,-1.23357142857143,-1.66607142857143,-2.50589285714286,3.06910714285714,0.52125
"Bartsia trixago",2.845,-2.375,-3.22,-1.69,-2.55,3.095,0.58
"Bassia scoparia",2.9425,0.100357142857143,-0.321785714285714,-1.70821428571429,-8.00357142857143,3.17642857142857,0.500714285714286
"Beckmannia eruciformis",3.04,-0.853333333333333,-0.14,-1.13,-3.80333333333333,2.90333333333333,0.463333333333333
"Bellis perennis",3.52204081632653,-2.61959183673469,-2.15571428571429,-2.20591836734694,-3.63469387755102,3.2165306122449,1.13836734693878
"Berberis vulgaris",2.57621052631579,0.749789473684211,2.59894736842105,-1.10242105263158,-0.319368421052632,3.12905263157895,0.229684210526316
"Betula nana",2.53165829145729,-0.659798994974874,-1.73175879396985,-0.929145728643216,-0.591356783919598,3.10492462311558,0.568140703517588
"Betula pendula",2.6442735042735,3.06997150997151,-1.58740740740741,-1.00521367521368,-0.49022792022792,3.27891737891738,0.662364672364672
"Betula pubescens",2.639875,2.7475,-1.6125,-0.953,-0.554125,3.193,0.685375
"Bidens tripartita",3.4476,-0.3434,0.8996,-1.8432,-3.7008,3.2474,0.6964
"Biscutella didyma",3,-0.995,0.9075,-2.06,-7.3625,3.5,1.095
"Biscutella laevigata",2.95485714285714,-1.44457142857143,1.642,-1.95771428571429,-7.42542857142857,3.44285714285714,1.044
"Bituminaria bituminosa",2.75428571428571,-0.11,3.58714285714286,-1.18428571428571,-0.48,3.36,0.12
"Blackstonia perfoliata",3.12175,-1.12525,-4.48175,-1.51275,-3.17325,2.798,0.129
"Blechnum spicant",2.446,-0.732,-4.932,-1.313,-7.238,2.459,-0.825
"Blysmus compressus",2.69266666666667,-1.11666666666667,-0.678666666666667,-1.26933333333333,-1.52066666666667,3.10066666666667,0.464666666666667
"Bolboschoenus maritimus",2.70375,0.095,0.57375,-1.12,-1.55625,2.89875,0.175
"Bombycilaena erecta",2.995,-0.795,-2.3,-1.585,-3.665,2.95,0.465
"Bothriochloa ischaemum",2.82,-0.625909090909091,-0.316363636363636,-1.15136363636364,-3.54727272727273,2.37681818181818,0.0804545454545455
"Botrychium lunaria",3.02083333333333,-1.40166666666667,-5.12166666666667,-1.645,-7.25916666666667,3.48333333333333,0.358333333333333
"Brachypodium distachyon",3.35736842105263,-1.72157894736842,1.15842105263158,-1.14526315789474,-3.55210526315789,2.78947368421053,-0.13
"Brachypodium phoenicoides",2.80285714285714,-1.60857142857143,1.12857142857143,-0.911904761904762,-3.51714285714286,2.67952380952381,0.271428571428571
"Brachypodium pinnatum",3.20013157894737,-0.578421052631579,0.817105263157895,-0.935,-3.56394736842105,2.99,0.138026315789474
"Brachypodium retusum",2.55538461538462,-0.943846153846154,1.06692307692308,-0.942307692307692,-3.56153846153846,2.44384615384615,-0.606923076923077
"Brachypodium sylvaticum",3.79708860759494,-0.259240506329114,0.977721518987342,-1.21696202531646,-3.53126582278481,3.0779746835443,0.636708860759494
"Briza maxima",3,-0.586666666666667,0.453333333333333,-1.18,-3.79333333333333,2.40066666666667,-0.176666666666667
"Briza media",3.11527272727273,-0.867636363636364,-1.10290909090909,-1.24045454545455,-3.74072727272727,2.85318181818182,-0.248727272727273
"Bromus benekenii",3.09235294117647,-0.148235294117647,1.90235294117647,-1.11411764705882,-7.05823529411765,2.95235294117647,0.427647058823529
"Bromus commutatus",3.228,-0.574,1.338,-1.542,-7.1776,3.1204,0.5696
"Bromus diandrus",2.9575,-0.45375,2.16125,-1.28875,-7.14125,3.04,0.4525
"Bromus erectus",2.79633333333333,-0.349888888888889,1.39377777777778,-1.06822222222222,-7.281,2.78733333333333,0.003
"Bromus hordeaceus",3.28614583333333,-0.7078125,0.713541666666667,-1.30166666666667,-7.11979166666667,3.23104166666667,0.59625
"Bromus intermedius",3.13,-0.73,0.695,-1.4,-7.145,2.965,0.345
"Bromus madritensis",3.46605263157895,-1.57894736842105,1.17473684210526,-1.55131578947368,-7.06289473684211,3.06,0.560526315789474
"Bromus racemosus",3.39142857142857,-0.295714285714286,1.36333333333333,-1.69619047619048,-7.08666666666667,3.12904761904762,0.503333333333333
"Bromus ramosus",3.16431818181818,0.0588636363636364,1.89409090909091,-1.40431818181818,-7.15568181818182,3.34068181818182,0.421818181818182
"Bromus rigidus",2.99,-0.56,2.33,-1.42,-7.26,2.97,0.37
"Bromus riparius",3.08,-0.69,0.82,-1.34,-7.09,2.56,0.69
"Bromus rubens",3.15666666666667,-1.22083333333333,0.9575,-1.40333333333333,-7.13333333333333,3.06583333333333,0.476666666666667
"Bromus squarrosus",3.39266666666667,-0.784666666666667,0.888,-1.642,-7.194,3.05666666666667,0.475333333333333
"Bromus sterilis",3.51673076923077,-0.599807692307692,1.96846153846154,-1.41288461538462,-7.1125,3.12403846153846,0.533653846153846
"Bromus tectorum",3.22127272727273,-0.948545454545455,1.08418181818182,-1.86090909090909,-7.34890909090909,3.12545454545455,0.829818181818182
"Bryonia cretica",3.38478260869565,1.09478260869565,2.86,-2.12173913043478,-1.68173913043478,3.97739130434783,1.55608695652174
"Buddleja davidii",2.53679487179487,1.03782051282051,-2.76525641025641,-1.18974358974359,-0.832564102564103,3.04128205128205,0.928589743589744
"Buglossoides purpurocaerulea",3.61181818181818,-0.619090909090909,2.31272727272727,-1.93,-0.646363636363636,3.28545454545455,0.341818181818182
"Bunias orientalis",3.13677419354839,-0.173225806451613,4.48483870967742,-1.93161290322581,-7.45967741935484,4.00032258064516,1.44516129032258
"Buphthalmum salicifolium",3.00130434782609,-0.686521739130435,-0.903913043478261,-1.71130434782609,-3.60826086956522,3.03217391304348,0.569130434782609
"Bupleurum falcatum",2.90916666666667,-0.435555555555556,0.538333333333333,-1.30638888888889,-5.04388888888889,2.87333333333333,0.354722222222222
"Bupleurum fruticescens",2.345,-0.0475,0.225,-1.2675,-5.0725,2.9075,0.34
"Bupleurum fruticosum",2.622,-0.852,1.508,-1.332,-5.008,2.742,0.342
"Bupleurum longifolium",2.64428571428571,-0.272857142857143,1.50714285714286,-1.33285714285714,-5.10714285714286,2.87714285714286,0.342857142857143
"Bupleurum praealtum",2.63,-0.965,1.38,-1.33,-5.2,2.895,0.415
"Bupleurum rigidum",2.38,-1.1,0.71,-1.355,-5.09,2.705,0.29
"Buxus sempervirens",2.14273381294964,1.09395683453237,2.21827338129496,-0.926402877697842,-0.136187050359712,2.89906474820144,0.130647482014388
"Calamagrostis arundinacea",2.89588235294118,0.117058823529412,-0.893333333333333,-0.844901960784314,-1.51156862745098,3.00294117647059,1.15843137254902
"Calamagrostis canescens",2.925,0.135,-3.043125,-0.9871875,-1.6284375,2.99875,0.331875
"Calamagrostis epigejos",2.68345454545455,-0.168363636363636,-3.14,-0.883090909090909,-1.26254545454545,3.04654545454545,-0.225090909090909
"Calamagrostis lapponica",3.14777777777778,-1.71555555555556,-2.70296296296296,-0.933703703703704,-1.55703703703704,2.58407407407407,0.0344444444444444
"Calamagrostis purpurea",3.132,-0.1225,-2.0785,-1.0035,-1.509,2.888,0.3355
"Calamagrostis stricta",2.885625,-0.105,-1.7775,-0.98,-1.609375,2.998125,0.56875
"Calamagrostis varia",2.74909090909091,-0.250909090909091,-2.06,-0.85,-1.55727272727273,2.89545454545455,0.406363636363636
